dateTime,country,city,region,profile,age,gender,surveyType,purpose,concern,whenSiteUsed,purchasedBefore,purchaseExpectInNextMonth,productKnewWhatWanted,behavNumVisits,behavReferral,behavPageviews,avgAmountSpent
28.07.14,United States,Pittsburgh,683,Occasional customer,NA,Male,At Arrival Only,Products,Fast delivery,Never. This is my first visit,NA,5,No,21,Unbranded Search,10+,74.61
11.08.14,United States,Marquette,520,New customer,NA,Prefer not to answer,At Arrival Only,Resources,Product effectiveness/will it work,Never. This is my first visit,NA,3,NA,22,Unbranded Search,10+,121.34
31.08.14,United States,Daphne,222,Occasional customer,25-34,Female,At Arrival and Exit,Buy from this site,Product effectiveness/will it work,In the past year,No,3,Somewhat,5,Branded Search,4 to 6,103.31
19.08.14,United States,Denver,235,Frequent customer,25-34,Female,At Arrival and Exit,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,3,Yes,12,Unbranded Search,7 to 9,129.1
14.08.14,United States,Aurora,50,New customer,25-34,Female,At Arrival and Exit,Resources,Whether this is right for my child,Never. This is my first visit,NA,2,NA,4,Direct,10+,107.95
20.08.14,United States,San Diego,769,New customer,45-54,Female,At Arrival and Exit,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,Somewhat,11,Direct,7 to 9,111.58
20.08.14,United States,Clifton Springs,184,Frequent customer,45-54,Female,At Exit,Products,None / no uncertainties,In the past year,No,3,Yes,89,Unbranded Search,4 to 6,169.17
13.08.14,United States,Columbia,194,Frequent customer,45-54,Female,At Arrival and Exit,Resources,Shipping costs,More than a year ago,No,3,No,4,Unbranded Search,10+,103.53
27.08.14,United States,Nashville,584,Frequent customer,NA,Male,At Arrival Only,Products,Other,Never. This is my first visit,NA,3,No,12,Referred,10+,123.8
31.08.14,United States,Raeford,710,New customer,NA,Female,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,3,No,16,Unbranded Search,4 to 6,148.87
31.08.14,United States,Cedar Park,159,Other,45-54,Female,At Exit,Compare pricing,Warranties/product guarantees,Never. This is my first visit,NA,3,No,11,Direct,7 to 9,125.26
30.08.14,United States,Alexandria,18,New customer,25-34,Female,At Arrival and Exit,Products,Fast delivery,In the past year,NA,4,Somewhat,15,Unbranded Search,10+,98.88
10.08.14,United States,Delaware,232,New customer,NA,Prefer not to answer,At Arrival Only,Resources,Product effectiveness/will it work,Never. This is my first visit,NA,3,Somewhat,5,Unbranded Search,10+,91.71
25.08.14,United States,Brockton,117,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,In the past week,"Yes, more than once",1,NA,14,Direct,2 to 3,131.2
27.08.14,United States,Concord,199,Other,NA,Female,At Arrival and Exit,Resources,Shipping costs,Never. This is my first visit,NA,3,Yes,9,Unbranded Search,1,117.64
22.08.14,United States,Stoddard,836,Frequent customer,NA,Male,At Arrival Only,Products,Whether this is right for my child,Never. This is my first visit,NA,3,Somewhat,11,Unbranded Search,4 to 6,122.06
31.07.14,United States,El Paso,266,Occasional customer,25-34,Female,At Arrival and Exit,Products,Shipping costs,Never. This is my first visit,NA,4,Yes,15,Social,2 to 3,101.58
13.08.14,United States,Bernardsville,89,Other,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,Yes,19,Unbranded Search,2 to 3,130.89
14.08.14,United States,Marietta,516,Occasional customer,NA,Male,At Arrival and Exit,Compare pricing,None / no uncertainties,NA,NA,4,Somewhat,5,Unbranded Search,4 to 6,51.71
28.08.14,United States,Chandler,164,Frequent customer,NA,Male,At Arrival and Exit,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,Somewhat,3,Direct,1,66.27
21.08.14,United States,Greenbank,343,New customer,45-54,Female,At Exit,Products,Product effectiveness/will it work,In the past month,"Yes, once",2,Somewhat,3,Direct,4 to 6,99.79
16.08.14,United States,Dunbar,NA,New customer,NA,Male,At Exit,Buy from this site,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,4,NA,6,Unbranded Search,10+,49.06
14.08.14,United States,Seattle,798,New customer,NA,Prefer not to answer,At Arrival Only,Resources,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,NA,10,Unbranded Search,4 to 6,107.97
24.08.14,United States,Burke,133,Frequent customer,Prefer not to answer,Female,At Arrival and Exit,Other,Shipping costs,In the past month,"Yes, more than once",4,NA,10,Unbranded Search,4 to 6,99.35
20.08.14,United States,Saint Charles,756,New customer,NA,Prefer not to answer,At Arrival Only,Buy from this site,Warranties/product guarantees,More than a year ago,"Yes, more than once",4,Yes,8,Unbranded Search,10+,81.01
29.07.14,United States,Groton,349,New customer,Prefer not to answer,Prefer not to answer,At Arrival and Exit,Products,None / no uncertainties,In the past year,"Yes, once",3,Somewhat,3,Direct,2 to 3,57.69
20.08.14,United States,New Canaan,590,New customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,In the past month,No,3,Somewhat,9,Direct,2 to 3,102.26
31.08.14,United States,Columbus,197,Frequent customer,NA,Male,At Arrival Only,Compare pricing,Product effectiveness/will it work,Never. This is my first visit,NA,2,Yes,20,Referred,2 to 3,144.61
29.08.14,United States,Winona,956,Occasional customer,NA,Male,At Arrival Only,Buy from this site,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Yes,4,Unbranded Search,10+,95.95
13.08.14,United States,Broomfield,122,New customer,NA,Male,At Arrival Only,Resources,Shipping costs,In the past week,No,3,Somewhat,33,Direct,10+,128.25
14.08.14,United States,Fremont,316,Occasional customer,NA,Female,At Arrival Only,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",5,Yes,9,Unbranded Search,10+,89.16
27.08.14,United States,Philadelphia,676,Occasional customer,35-44,Female,At Exit,Buy from this site,Whether this is right for my child,Never. This is my first visit,NA,3,No,3,Self Referred,7 to 9,95.49
31.07.14,United States,Williamsburg,951,Employee,NA,Prefer not to answer,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Yes,25,Unbranded Search,10+,115.98
25.08.14,United States,Saint Louis,757,Occasional customer,18-24,Female,At Exit,Other,Warranties/product guarantees,Never. This is my first visit,NA,2,Somewhat,14,Unbranded Search,4 to 6,139.3
29.08.14,United States,Reading,716,Occasional customer,45-54,Female,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,18,Unbranded Search,7 to 9,108.83
10.09.14,United States,Drexel Hill,245,New customer,NA,Male,At Arrival and Exit,Buy from this site,Shipping costs,In the past month,No,3,No,4,Direct,10+,59.85
25.08.14,United States,Albany,15,Other,45-54,Female,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,7,Unbranded Search,10+,116.22
28.07.14,United States,Germantown,325,New customer,NA,Male,At Exit,Products,Product effectiveness/will it work,Never. This is my first visit,NA,1,NA,26,Unbranded Search,4 to 6,114.98
10.09.14,United States,Upper Marlboro,884,Other,Prefer not to answer,Prefer not to answer,At Exit,Compare pricing,Shipping costs,In the past month,No,3,Yes,3,Direct,10+,64.17
25.07.14,United States,Tacoma,853,Frequent customer,NA,Female,At Arrival Only,Buy from this site,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,4,Somewhat,18,Unbranded Search,4 to 6,140.91
12.08.14,United States,Atlanta,45,Frequent customer,65 or older,Female,At Arrival and Exit,Products,None / no uncertainties,In the past month,"Yes, more than once",4,Yes,40,Unbranded Search,2 to 3,130.68
29.08.14,United States,La Crosse,453,New customer,NA,Male,At Arrival Only,Compare pricing,Shipping costs,Never. This is my first visit,NA,4,Yes,7,Unbranded Search,10+,74.74
22.08.14,United States,Broken Arrow,119,Occasional customer,NA,Female,At Arrival Only,Buy from this site,Warranties/product guarantees,Never. This is my first visit,NA,5,Somewhat,28,Direct,1,111.86
31.07.14,United Kingdom,Newark,599,Other,NA,Male,At Arrival Only,Products,Warranties/product guarantees,Never. This is my first visit,NA,2,No,19,Referred,7 to 9,143.89
29.07.14,United States,Sioux Falls,814,New customer,NA,Male,At Arrival Only,Compare pricing,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Somewhat,26,Unbranded Search,1,127.08
29.07.14,Canada,Burnaby,136,Frequent customer,NA,Prefer not to answer,At Arrival Only,Compare pricing,Shipping costs,In the past month,No,1,NA,26,Branded Search,4 to 6,152.16
20.08.14,United States,Lindale,490,New customer,25-34,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,In the past year,"Yes, once",3,Somewhat,50,Direct,10+,145.46
31.08.14,United States,Overland Park,648,Frequent customer,35-44,Female,At Arrival and Exit,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,3,Yes,65,Unbranded Search,2 to 3,162.89
29.07.14,United States,Bothell,106,Frequent customer,55-64,Female,At Arrival and Exit,Products,None / no uncertainties,In the past year,"Yes, once",2,Somewhat,24,Direct,2 to 3,155.96
26.08.14,United States,Lyons,507,New customer,NA,Male,At Arrival and Exit,Buy from this site,Product durability/quality,In the past week,No,5,Yes,2,Unbranded Search,10+,0
28.08.14,United States,Kissimmee,448,Occasional customer,NA,Female,At Arrival and Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,No,4,Unbranded Search,2 to 3,101.25
27.07.14,United States,Newtown,604,New customer,NA,Prefer not to answer,At Exit,Buy from this site,None / no uncertainties,In the past month,"Yes, more than once",4,Yes,14,Direct,4 to 6,66
25.08.14,United States,Atlanta,45,New customer,35-44,Female,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,8,Unbranded Search,10+,108.81
12.08.14,United States,Highland,376,New customer,NA,Male,At Arrival Only,Resources,Product effectiveness/will it work,In the past year,No,3,NA,13,Unbranded Search,7 to 9,110.82
11.08.14,United States,Walled Lake,909,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,No,11,Unbranded Search,7 to 9,109.88
13.08.14,United States,Orland Park,644,Occasional customer,NA,Prefer not to answer,At Arrival Only,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",4,Somewhat,33,Unbranded Search,10+,115.65
18.08.14,United States,Pittsburgh,683,New customer,25-34,Female,At Exit,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,123,Unbranded Search,2 to 3,163.46
20.08.14,United States,California,139,New customer,25-34,Female,At Exit,Products,Shipping costs,In the past year,"Yes, once",2,Yes,11,Unbranded Search,2 to 3,124.58
14.08.14,United States,Meridian,537,New customer,NA,Male,At Arrival Only,Resources,Product durability/quality,In the past week,No,3,NA,8,Unbranded Search,2 to 3,103.51
19.08.14,Canada,Medicine Hat,532,Occasional customer,35-44,Female,At Exit,Buy from this site,Shipping costs,Never. This is my first visit,NA,3,Somewhat,3,Unbranded Search,1,91.89
30.08.14,United States,San Jose,773,New customer,45-54,Female,At Arrival and Exit,Buy from this site,Ease of returning (if I am not satisfied with product),In the past year,"Yes, once",4,Somewhat,1,Unbranded Search,10+,44.72
30.07.14,United States,Naples,583,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",3,Somewhat,6,Direct,7 to 9,97.76
26.07.14,Australia,Melbourne,534,Frequent customer,25-34,Female,At Exit,Compare pricing,Shipping costs,Never. This is my first visit,NA,1,Yes,25,Unbranded Search,10+,156.68
20.08.14,United States,Greeneville,344,New customer,NA,Prefer not to answer,At Arrival Only,Resources,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,NA,34,Social,4 to 6,132.45
15.08.14,United States,Mission,556,Other,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,2,Somewhat,16,Social,1,140.45
26.08.14,Netherlands,Waddinxveen,903,New customer,25-34,Female,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,No,5,Unbranded Search,10+,99.41
29.07.14,United States,San Francisco,771,New customer,NA,Male,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,1,Yes,20,Unbranded Search,1,134.73
30.07.14,United States,Springfield,827,New customer,NA,Female,At Arrival Only,Resources,Shipping costs,In the past year,No,3,NA,18,Unbranded Search,10+,147.63
14.08.14,United States,Barre,60,Occasional customer,NA,Male,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,4,NA,5,Unbranded Search,10+,51.71
10.09.14,United States,Bloomington,97,Frequent customer,25-34,Female,At Exit,Products,Warranties/product guarantees,In the past year,"Yes, more than once",3,Yes,6,Unbranded Search,7 to 9,115.24
23.08.14,United States,Franklin,312,Frequent customer,35-44,Female,At Exit,Products,Product durability/quality,In the past month,No,3,Yes,15,Direct,4 to 6,133.56
31.07.14,United States,Senatobia,801,Other,25-34,Female,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,2,Somewhat,12,Unbranded Search,4 to 6,140
14.08.14,United States,Des Moines,236,New customer,35-44,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,In the past week,"Yes, once",4,Somewhat,6,Branded Search,10+,80.56
14.08.14,United States,Wichita,948,Frequent customer,NA,Female,At Exit,Products,Product durability/quality,NA,NA,3,NA,37,Unbranded Search,7 to 9,151.62
18.08.14,United States,Duluth,248,New customer,25-34,Female,At Exit,Products,Fast delivery,In the past year,"Yes, once",4,Yes,47,Branded Search,2 to 3,121.72
10.09.14,Canada,Winnipeg,955,Other,NA,Prefer not to answer,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,3,Yes,3,Referred,1,90.37
30.07.14,United States,Andover,29,Other,35-44,Female,At Arrival and Exit,Products,Shipping costs,Never. This is my first visit,NA,3,Yes,22,Unbranded Search,7 to 9,135.52
24.08.14,United States,Lexington,488,New customer,NA,Male,At Arrival Only,Resources,Product effectiveness/will it work,In the past month,"Yes, once",5,NA,6,Branded Search,2 to 3,40.86
30.07.14,United States,Ardmore,37,New customer,NA,Male,At Arrival Only,Other,Shipping costs,Never. This is my first visit,NA,3,NA,14,Unbranded Search,7 to 9,111.1
17.08.14,United States,Newnan,601,Occasional customer,NA,Female,At Exit,Products,Product durability/quality,Never. This is my first visit,NA,1,NA,7,Unbranded Search,1,128.94
25.08.14,United States,Long Beach,LA,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,No,10,Unbranded Search,4 to 6,107.97
29.07.14,United States,Billings,93,Occasional customer,NA,Female,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,1,NA,2,Unbranded Search,4 to 6,130.08
23.08.14,United States,Post Falls,697,New customer,NA,Female,At Exit,Resources,Shipping costs,Never. This is my first visit,NA,2,NA,33,Unbranded Search,4 to 6,146.55
29.07.14,United States,Notre Dame,624,New customer,NA,Male,At Arrival Only,Products,Whether this is right for my child,In the past month,No,3,No,28,Direct,1,128.56
15.08.14,United States,Sugar Land,841,Frequent customer,NA,Male,At Arrival Only,Resources,Whether this is right for my child,In the past year,No,1,NA,7,Unbranded Search,2 to 3,129.52
10.09.14,United States,Saint Louis,757,New customer,25-34,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",3,Somewhat,66,Unbranded Search,4 to 6,151.01
11.08.14,United States,Hanover,VA,Other,18-24,Female,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,61,Social,2 to 3,159.52
31.07.14,United States,Marlton,519,Occasional customer,NA,Female,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Yes,4,Branded Search,4 to 6,104.95
29.08.14,United States,Saint Paul,759,New customer,25-34,Female,At Arrival and Exit,Buy from this site,Shipping costs,In the past month,No,4,Yes,7,Unbranded Search,2 to 3,80.04
30.07.14,United States,Chevy Chase,174,Frequent customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,14,Unbranded Search,2 to 3,143.38
22.08.14,United States,Norristown,610,Employee,18-24,Female,At Exit,Other,None / no uncertainties,Never. This is my first visit,NA,1,NA,12,Unbranded Search,1,145.6
10.09.14,United States,Portland,695,Frequent customer,55-64,Female,At Exit,Resources,None / no uncertainties,NA,NA,2,NA,10,Unbranded Search,7 to 9,138.45
10.09.14,United States,Cumberland,215,Frequent customer,NA,Male,At Exit,Compare pricing,Shipping costs,In the past year,"Yes, once",1,NA,8,Unbranded Search,4 to 6,102.39
12.08.14,United States,Cheyenne,175,Frequent customer,NA,Male,At Arrival and Exit,Compare pricing,Other,In the past year,No,3,Somewhat,51,Referred,4 to 6,126.54
21.08.14,United States,Oklahoma City,632,Frequent customer,NA,Male,At Exit,Products,Warranties/product guarantees,Never. This is my first visit,NA,3,Somewhat,5,Self Referred,2 to 3,80.09
25.08.14,United States,Decatur,229,New customer,NA,Male,At Arrival and Exit,Products,Shipping costs,Never. This is my first visit,NA,3,Somewhat,2,Unbranded Search,2 to 3,45.98
28.08.14,United States,Saint Louis,757,New customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,No,3,Self Referred,4 to 6,115.39
29.08.14,United States,Absecon,3,Occasional customer,NA,Male,At Arrival Only,Buy from this site,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,1,NA,16,Referred,2 to 3,140.17
30.07.14,United States,Fort Worth,309,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,8,Social,2 to 3,120.01
27.07.14,United States,Austin,51,New customer,NA,Female,At Exit,Products,Warranties/product guarantees,In the past year,No,1,NA,17,Unbranded Search,2 to 3,140.38
29.08.14,United States,Independence,413,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,10,Unbranded Search,10+,107.97
16.08.14,United States,Columbia,194,New customer,NA,Male,At Arrival Only,Resources,Other,Never. This is my first visit,NA,3,No,14,Social,10+,114.7
27.08.14,United States,Hudson,402,Frequent customer,55-64,Female,At Arrival and Exit,Products,Shipping costs,In the past year,No,4,Somewhat,10,Unbranded Search,2 to 3,99.35
22.08.14,Australia,Horsham,399,New customer,NA,Female,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,No,10,Unbranded Search,7 to 9,113.27
30.07.14,United States,Cincinnati,180,New customer,NA,Female,At Arrival Only,Other,Product effectiveness/will it work,Never. This is my first visit,NA,4,NA,29,Unbranded Search,1,135.87
28.08.14,United States,Reedsburg,719,New customer,NA,Female,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,3,Somewhat,36,Unbranded Search,2 to 3,161.49
11.09.14,United States,Philipsburg,677,New customer,NA,Male,At Arrival Only,Products,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,1,NA,3,Unbranded Search,7 to 9,100.39
13.08.14,United States,Lagrange,460,New customer,25-34,Female,At Exit,Other,Product effectiveness/will it work,In the past week,"Yes, once",3,NA,7,Direct,10+,103.74
22.08.14,Mexico,Mexico,543,Frequent customer,NA,Male,At Exit,Buy from this site,None / no uncertainties,NA,NA,5,Yes,17,Direct,2 to 3,50.06
13.08.14,United States,Ware,914,Other,NA,Female,At Exit,Resources,Fast delivery,Never. This is my first visit,NA,3,Somewhat,56,Unbranded Search,10+,157.81
21.08.14,United Kingdom,London,496,Other,Less than 18,Prefer not to answer,At Arrival and Exit,Resources,Shipping costs,Never. This is my first visit,NA,4,Somewhat,5,Unbranded Search,10+,51.89
26.08.14,United States,Silver Spring,812,Frequent customer,55-64,Female,At Exit,Buy from this site,Product effectiveness/will it work,In the past year,No,4,Yes,10,Direct,10+,100.55
13.08.14,United States,Marlton,519,New customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,In the past year,"Yes, once",2,Somewhat,8,Unbranded Search,7 to 9,112.91
22.08.14,United Kingdom,Measham,530,Employee,NA,Prefer not to answer,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,3,Somewhat,23,Unbranded Search,7 to 9,133.21
29.08.14,United States,Willingboro,952,New customer,35-44,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,2,Yes,36,Referred,10+,151.89
11.08.14,United States,Farmingville,290,New customer,NA,Male,At Arrival Only,Compare pricing,Product effectiveness/will it work,Never. This is my first visit,NA,3,Yes,17,Unbranded Search,4 to 6,116.18
27.08.14,United States,Provo,704,New customer,45-54,Female,At Arrival and Exit,Products,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Somewhat,27,Referred,1,133.14
30.07.14,United States,Orangeburg,641,New customer,NA,Male,At Exit,Products,Warranties/product guarantees,In the past year,"Yes, more than once",3,Yes,32,Branded Search,10+,105.03
20.08.14,United States,Santa Fe,782,Employee,NA,Female,At Arrival Only,Resources,Fast delivery,Never. This is my first visit,NA,3,NA,13,Unbranded Search,1,156.9
16.08.14,United States,Brooklyn,120,Occasional customer,NA,Male,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,3,NA,17,Unbranded Search,4 to 6,121.28
28.07.14,United States,Charlotte,166,New customer,35-44,Female,At Exit,Products,Product durability/quality,Never. This is my first visit,NA,4,Somewhat,4,Unbranded Search,10+,72.45
29.07.14,United States,Cincinnati,180,New customer,NA,Male,At Arrival Only,Compare pricing,None / no uncertainties,In the past month,"Yes, once",3,Somewhat,16,Unbranded Search,10+,117.37
24.08.14,United States,Mankato,514,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,No,17,Unbranded Search,7 to 9,118.58
30.07.14,United States,Van Nuys,893,New customer,NA,Male,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,4,No,17,Unbranded Search,7 to 9,69.88
21.08.14,United States,Bangor,59,New customer,25-34,Male,At Arrival Only,Compare pricing,Product effectiveness/will it work,Never. This is my first visit,NA,3,Somewhat,16,Unbranded Search,10+,114.97
30.07.14,United States,Mansfield,515,New customer,NA,Female,At Exit,Products,Other,Never. This is my first visit,NA,3,Somewhat,3,Social,10+,89.19
25.08.14,United States,Apache Junction,35,Other,NA,Male,At Arrival Only,Products,Product effectiveness/will it work,Never. This is my first visit,NA,2,Somewhat,4,Referred,4 to 6,110.33
11.08.14,United States,Doniphan,241,Other,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,NA,NA,1,NA,22,Referred,10+,150.32
29.07.14,United Kingdom,Leeds,482,New customer,NA,Male,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,25,Unbranded Search,4 to 6,126.3
28.07.14,United States,Fallon,287,Other,18-24,Prefer not to answer,At Arrival and Exit,Products,Warranties/product guarantees,Never. This is my first visit,NA,3,No,18,Unbranded Search,4 to 6,103.61
29.08.14,United States,Atlanta,45,New customer,25-34,Female,At Arrival and Exit,Resources,Shipping costs,Never. This is my first visit,NA,4,No,23,Unbranded Search,10+,103.83
22.08.14,United States,Chicago,176,Other,NA,Female,At Exit,Buy from this site,Shipping costs,Never. This is my first visit,NA,4,Yes,34,Unbranded Search,1,121.73
29.08.14,United States,Houston,400,New customer,NA,Female,At Arrival Only,Buy from this site,Shipping costs,In the past year,"Yes, more than once",5,Somewhat,4,Unbranded Search,10+,63.05
14.08.14,United States,Washington,918,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,5,Yes,8,Unbranded Search,1,49.01
19.08.14,Brazil,Belém,79,Frequent customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,In the past month,No,1,NA,14,Direct,10+,139.78
10.08.14,United States,Austin,51,Frequent customer,35-44,Female,At Exit,Buy from this site,Ease of returning (if I am not satisfied with product),In the past year,No,5,Somewhat,4,Unbranded Search,4 to 6,52.63
30.07.14,United States,Kernersville,441,Other,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,20,Unbranded Search,2 to 3,148.41
13.08.14,United States,Salt Lake City,765,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,17,Unbranded Search,7 to 9,118.58
29.08.14,United States,Atlanta,45,Other,NA,Prefer not to answer,At Exit,Buy from this site,Warranties/product guarantees,Never. This is my first visit,NA,1,NA,2,Referred,10+,76.16
11.08.14,United States,Waterbury,920,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,26,Unbranded Search,1,127.08
19.08.14,United States,Cordova,202,New customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,Never. This is my first visit,NA,4,Somewhat,15,Unbranded Search,2 to 3,89.98
14.08.14,United States,Arnold,39,Frequent customer,NA,Male,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,25,Unbranded Search,1,112.28
30.07.14,United States,Wilmington,953,New customer,35-44,Female,At Arrival and Exit,Other,Warranties/product guarantees,In the past month,No,4,NA,16,Unbranded Search,10+,100.17
30.07.14,United States,Russellville,751,Employee,45-54,Female,At Arrival and Exit,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,Somewhat,27,Unbranded Search,1,141.72
26.08.14,United States,Chicago,176,New customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,NA,NA,5,Somewhat,10,Unbranded Search,10+,49.87
29.07.14,United States,North Andover,611,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,7,Unbranded Search,2 to 3,117.34
18.08.14,United States,North Andover,611,New customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Yes,4,Unbranded Search,2 to 3,121.15
20.08.14,United States,San Bernardino,768,New customer,NA,Male,At Exit,Buy from this site,Shipping costs,Never. This is my first visit,NA,1,NA,19,Social,7 to 9,107.51
28.08.14,United States,Sellersville,799,New customer,NA,Male,At Exit,Resources,None / no uncertainties,In the past year,No,3,Somewhat,13,Direct,10+,87.02
27.07.14,United States,Littleton,493,Other,NA,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,In the past year,No,2,Somewhat,69,Referred,4 to 6,174.98
10.09.14,United States,Massena,525,New customer,NA,Male,At Arrival and Exit,Products,Shipping costs,Never. This is my first visit,NA,1,No,7,Direct,7 to 9,87.54
29.08.14,United States,East Wenatchee,255,New customer,NA,Male,At Arrival Only,Resources,Product effectiveness/will it work,Never. This is my first visit,NA,3,NA,14,Unbranded Search,2 to 3,112.3
29.07.14,United States,Marlton,519,New customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,More than a year ago,"Yes, once",4,Somewhat,18,Direct,10+,93.63
30.07.14,United States,Seattle,798,New customer,NA,Prefer not to answer,At Exit,Products,Shipping costs,Never. This is my first visit,NA,3,Somewhat,0,Unbranded Search,10+,0
27.08.14,United States,Louisville,503,Other,NA,Prefer not to answer,At Arrival Only,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,1,NA,6,Referred,7 to 9,124.34
23.08.14,United States,Palo Alto,NA,New customer,NA,Female,At Arrival Only,Buy from this site,None / no uncertainties,In the past month,No,3,Yes,9,Unbranded Search,1,137.36
28.08.14,United States,Columbia,194,Other,NA,Female,At Exit,Products,None / no uncertainties,In the past year,"Yes, once",2,No,7,Direct,1,129.22
11.08.14,United States,Dayton,225,New customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,4,Unbranded Search,1,137.65
13.08.14,United States,Cockeysville,187,Occasional customer,NA,Male,At Arrival Only,Products,None / no uncertainties,In the past month,"Yes, once",4,Somewhat,6,Unbranded Search,10+,81.56
20.08.14,United States,Houston,400,Occasional customer,45-54,Female,At Exit,Buy from this site,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,4,Somewhat,7,Unbranded Search,10+,89.94
11.09.14,United States,Aurora,50,Frequent customer,NA,Male,At Arrival Only,Products,None / no uncertainties,In the past year,"Yes, more than once",4,Yes,1,Branded Search,10+,51.6
10.09.14,United States,Danville,221,Other,NA,Female,At Arrival Only,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,3,Yes,8,Unbranded Search,2 to 3,145.09
